battery_id,cycle_number,is_reference_cycle,internal_resistance_ohm,discharge_duration_s,capacity_Ah,energy_Wh,avg_current_A,avg_voltage_V,start_voltage_V,end_voltage_V,delta_voltage_V,avg_temp_C,start_temp_C,end_temp_C,delta_temp_C,max_temp_C,avg_power_W,q_initial_Ah,SOH_cycle_capacity_%,cycles_since_last_ref,SOH_at_last_ref_%,HI_dV_dt_discharge_V_s,HI_dT_dt_discharge_C_s,HI_voltage_ratio_end_start,HI_capacity_fade_vs_prev_Ah,SOH_cycle_capacity_%_lag1,SOH_cycle_capacity_%_lag2,SOH_cycle_capacity_%_lag3,SOH_cycle_capacity_%_lag5,internal_resistance_ohm_lag1,internal_resistance_ohm_lag2,internal_resistance_ohm_lag3,internal_resistance_ohm_lag5,capacity_Ah_lag1,capacity_Ah_lag2,capacity_Ah_lag3,capacity_Ah_lag5,avg_temp_C_lag1,avg_temp_C_lag2,avg_temp_C_lag3,avg_temp_C_lag5,max_temp_C_lag1,max_temp_C_lag2,max_temp_C_lag3,max_temp_C_lag5,HI_dV_dt_discharge_V_s_lag1,HI_dV_dt_discharge_V_s_lag2,HI_dV_dt_discharge_V_s_lag3,HI_dV_dt_discharge_V_s_lag5,HI_dT_dt_discharge_C_s_lag1,HI_dT_dt_discharge_C_s_lag2,HI_dT_dt_discharge_C_s_lag3,HI_dT_dt_discharge_C_s_lag5,delta_voltage_V_lag1,delta_voltage_V_lag2,delta_voltage_V_lag3,delta_voltage_V_lag5,discharge_duration_s_lag1,discharge_duration_s_lag2,discharge_duration_s_lag3,discharge_duration_s_lag5,SOH_cycle_capacity_%_roll_mean_w3,SOH_cycle_capacity_%_roll_std_w3,SOH_cycle_capacity_%_roll_mean_w5,SOH_cycle_capacity_%_roll_std_w5,internal_resistance_ohm_roll_mean_w3,internal_resistance_ohm_roll_std_w3,internal_resistance_ohm_roll_mean_w5,internal_resistance_ohm_roll_std_w5,capacity_Ah_roll_mean_w3,capacity_Ah_roll_std_w3,capacity_Ah_roll_mean_w5,capacity_Ah_roll_std_w5,avg_temp_C_roll_mean_w3,avg_temp_C_roll_std_w3,avg_temp_C_roll_mean_w5,avg_temp_C_roll_std_w5,max_temp_C_roll_mean_w3,max_temp_C_roll_std_w3,max_temp_C_roll_mean_w5,max_temp_C_roll_std_w5,HI_dV_dt_discharge_V_s_roll_mean_w3,HI_dV_dt_discharge_V_s_roll_std_w3,HI_dV_dt_discharge_V_s_roll_mean_w5,HI_dV_dt_discharge_V_s_roll_std_w5,HI_dT_dt_discharge_C_s_roll_mean_w3,HI_dT_dt_discharge_C_s_roll_std_w3,HI_dT_dt_discharge_C_s_roll_mean_w5,HI_dT_dt_discharge_C_s_roll_std_w5,delta_voltage_V_roll_mean_w3,delta_voltage_V_roll_std_w3,delta_voltage_V_roll_mean_w5,delta_voltage_V_roll_std_w5,discharge_duration_s_roll_mean_w3,discharge_duration_s_roll_std_w3,discharge_duration_s_roll_mean_w5,discharge_duration_s_roll_std_w5,SOH_target_h5
battery00,0,True,0.014277215942891677,3502.292,2.4522210084722222,17.799597041795554,2.5206349033487614,7.259733732643616,8.329,4.814,3.5150000000000006,25.917208548870136,23.155,29.161,6.006,29.161,18.299207814865234,2.4522210084722222,100.0,0,100.0,0.0010036284810061528,0.0017148770005470705,0.5779805498859406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.48317268632259
battery00,1,False,0.10732356714529513,537.4229999999998,2.4327156044599896,15.68511158066226,16.281694627829964,6.451525754884547,8.657,4.921,3.7359999999999998,64.8331918294849,22.35,94.618,72.268,94.618,104.97769305859272,2.4522210084722222,99.20458213412073,1,100.0,0.0069516935449357425,0.13447135682693154,0.5684417234607833,-0.019505404012232663,100.0,,,,0.014277215942891677,,,,2.4522210084722222,,,,25.917208548870136,,,,29.161,,,,0.0010036284810061528,,,,0.0017148770005470705,,,,3.5150000000000006,,,,3502.292,,,,100.0,,100.0,,0.014277215942891677,,0.014277215942891677,,2.4522210084722222,,2.4522210084722222,,25.917208548870136,,25.917208548870136,,29.161,,29.161,,0.0010036284810061528,,0.0010036284810061528,,0.0017148770005470705,,0.0017148770005470705,,3.5150000000000006,,3.5150000000000006,,3502.292,,3502.292,,98.64827740705648
battery00,2,False,0.10082343742060283,539.3070000000007,2.440108763159925,15.797368723567997,16.274048785584352,6.476987500000001,8.703,4.914,3.7889999999999997,67.25828214285715,26.872,96.305,69.433,96.305,105.34117857092748,2.4522210084722222,99.5060704043212,2,100.0,0.007025682959798398,0.1287448521899399,0.5646328852119958,0.007393158699935398,99.20458213412073,100.0,,,0.10732356714529513,0.014277215942891677,,,2.4327156044599896,2.4522210084722222,,,64.8331918294849,25.917208548870136,,,94.618,29.161,,,0.0069516935449357425,0.0010036284810061528,,,0.13447135682693154,0.0017148770005470705,,,3.7359999999999998,3.5150000000000006,,,537.4229999999998,3502.292,,,99.60229106706036,0.5624453668401656,99.60229106706036,0.5624453668401656,0.060800391544093405,0.06579370589988455,0.060800391544093405,0.06579370589988455,2.4424683064661057,0.01379240344683285,2.4424683064661057,0.01379240344683285,45.37520018917752,27.51775567426501,45.37520018917752,27.51775567426501,61.8895,46.28508857612784,61.8895,46.28508857612784,0.003977661012970948,0.004205917141643408,0.003977661012970948,0.004205917141643408,0.0680931169137393,0.09387300713169155,0.0680931169137393,0.09387300713169155,3.6255,0.15627059864222642,3.6255,0.15627059864222642,2019.8574999999998,2096.478975229778,2019.8574999999998,2096.478975229778,98.40348367341412
battery00,3,False,0.10095120948500695,538.1409999999996,2.4356040699302857,15.759754862073297,16.2788541162157,6.475880073800737,8.694,4.916,3.7780000000000005,67.71788376383763,27.179,97.005,69.826,97.022,105.3521196472312,2.4522210084722222,99.32237190348968,3,100.0,0.007020464896746397,0.12975409790370934,0.5654474350126524,-0.004504693229639312,99.5060704043212,99.20458213412073,100.0,,0.10082343742060283,0.10732356714529513,0.014277215942891677,,2.440108763159925,2.4327156044599896,2.4522210084722222,,67.25828214285715,64.8331918294849,25.917208548870136,,96.305,94.618,29.161,,0.007025682959798398,0.0069516935449357425,0.0010036284810061528,,0.1287448521899399,0.13447135682693154,0.0017148770005470705,,3.7889999999999997,3.7359999999999998,3.5150000000000006,,539.3070000000007,537.4229999999998,3502.292,,99.57021751281398,0.40157008601982785,99.57021751281398,0.40157008601982785,0.0741414068362632,0.05194568254530859,0.0741414068362632,0.05194568254530859,2.441681792030712,0.009847386013117935,2.441681792030712,0.009847386013117935,52.66956084040407,23.199925228430338,52.66956084040407,23.199925228430338,73.36133333333333,38.28790399503913,73.36133333333333,38.28790399503913,0.004993668328580098,0.003455673899154673,0.004993668328580098,0.003455673899154673,0.08831036200580616,0.07504852917487065,0.08831036200580616,0.07504852917487065,3.6799999999999997,0.1453306574677203,3.6799999999999997,0.1453306574677203,1526.340666666667,1711.224310585942,1526.340666666667,1711.224310585942,98.15019012744574
battery00,4,False,0.10799503518057844,493.8719999999994,2.4217702133726076,15.352918822142318,17.635016831045345,6.332611969111969,8.632,4.924,3.7079999999999993,70.9380250965251,23.201,102.171,78.97,102.308,111.77839282205446,2.4522210084722222,98.75823610537509,4,100.0,0.007508018271940916,0.1598997311044159,0.5704355885078777,-0.013833856557678104,99.32237190348968,99.5060704043212,99.20458213412073,,0.10095120948500695,0.10082343742060283,0.10732356714529513,,2.4356040699302857,2.440108763159925,2.4327156044599896,,67.71788376383763,67.25828214285715,64.8331918294849,,97.022,96.305,94.618,,0.007020464896746397,0.007025682959798398,0.0069516935449357425,,0.12975409790370934,0.1287448521899399,0.13447135682693154,,3.7780000000000005,3.7889999999999997,3.7359999999999998,,538.1409999999996,539.3070000000007,537.4229999999998,,99.34434148064388,0.15194009019140287,99.5082561104829,0.3505175471204181,0.10303273801696831,0.003716516161875722,0.08084385749844915,0.04448138939955449,2.4361428125167337,0.0037259068119644607,2.440162361505606,0.008595464928868205,66.60311924539322,1.549932484235945,56.43164157126246,20.38228052594924,95.98166666666667,1.2341848862036569,79.2765,33.42552689686931,0.0069992804671601795,4.129398770523076e-05,0.005500367470621673,0.0029980155904167534,0.13099010230686026,0.003056794726969298,0.09867129598028196,0.06468578127250785,3.767666666666667,0.027970222261063056,3.7045000000000003,0.12838094354952598,538.2903333333334,0.9508361230863278,1279.2907500000001,1482.0010366821327,97.964001339816
battery00,5,False,0.10303569215325542,533.2430000000022,2.41502505042398,15.578081405391652,16.28983092285835,6.453693548387097,8.664,4.93,3.734,67.67808960573477,25.923,97.005,71.082,97.005,105.0645827482645,2.4522210084722222,98.48317268632259,5,100.0,0.00700243603760384,0.1333013279124146,0.5690212373037857,-0.006745162948627481,98.75823610537509,99.32237190348968,99.5060704043212,100.0,0.10799503518057844,0.10095120948500695,0.10082343742060283,0.014277215942891677,2.4217702133726076,2.4356040699302857,2.440108763159925,2.4522210084722222,70.9380250965251,67.71788376383763,67.25828214285715,25.917208548870136,102.308,97.022,96.305,29.161,0.007508018271940916,0.007020464896746397,0.007025682959798398,0.0010036284810061528,0.1598997311044159,0.12975409790370934,0.1287448521899399,0.0017148770005470705,3.7079999999999993,3.7780000000000005,3.7889999999999997,3.5150000000000006,493.8719999999994,538.1409999999996,539.3070000000007,3502.292,99.19555947106198,0.38971153361651084,99.35825210946135,0.4523858029844349,0.10325656069539607,0.004104136542581548,0.08627409303487502,0.04039037994487561,2.432494348820939,0.009556588099782843,2.436483931879006,0.011093499700129803,68.63806366773996,2.005037491651053,59.33291827631499,18.80598447769405,98.545,3.2785132301090716,83.8828,30.725223916189776,0.007184722042828571,0.0002799949032825433,0.0059018976308855215,0.00274721776681318,0.13946622706602171,0.017703127116218586,0.11091698300510874,0.062353604367960176,3.758333333333333,0.04393555887129808,3.7052,0.11119217598374416,523.7733333333332,25.901876193298854,1122.2069999999999,1330.647145984051,97.75601461385571
battery00,6,False,0.1015996851029279,533.9459999999963,2.419073783071796,15.63201723950234,16.29565953656418,6.466291139240506,8.674,4.92,3.7539999999999996,68.7030452079566,27.404,98.856,71.452,98.856,105.30739729506125,2.4522210084722222,98.64827740705648,6,100.0,0.00703067351380107,0.13381877568143688,0.5672123587733456,0.0040487326478158,98.48317268632259,98.75823610537509,99.32237190348968,99.20458213412073,0.10303569215325542,0.10799503518057844,0.10095120948500695,0.10732356714529513,2.41502505042398,2.4217702133726076,2.4356040699302857,2.4327156044599896,67.67808960573477,70.9380250965251,67.71788376383763,64.8331918294849,97.005,102.308,97.022,94.618,0.00700243603760384,0.007508018271940916,0.007020464896746397,0.0069516935449357425,0.1333013279124146,0.1598997311044159,0.12975409790370934,0.13447135682693154,3.734,3.7079999999999993,3.7780000000000005,3.7359999999999998,533.2430000000022,493.8719999999994,538.1409999999996,537.4229999999998,98.85459356506244,0.427817018772657,99.05488664672586,0.42201370856109655,0.1039939789396136,0.0036183705284394668,0.10402578827694775,0.0034394273700587156,2.424133111242291,0.010491018812162122,2.4290447402693576,0.010348708819967528,68.77799948869917,1.870742864105719,67.6850944876879,2.173602959401556,98.77833333333335,3.056792818189281,97.45160000000001,2.8858538251269934,0.0071769730687637175,0.0002868352399034511,0.007101659142205058,0.00022903467693747607,0.14098505230684663,0.01647633198545954,0.13723427318748227,0.012892323676182725,3.7399999999999998,0.03538361202590804,3.7489999999999997,0.03360059523282284,521.7520000000004,24.26867118322839,528.3972000000003,19.435159201816873,96.80461004388401
battery00,7,False,0.1015567126012384,532.4850000000006,2.413070899707994,15.584997638884316,16.29930623012272,6.461556586270872,8.667,4.925,3.742,68.59887012987012,27.416,98.694,71.278,98.694,105.25236820720667,2.4522210084722222,98.40348367341412,7,100.0,0.0070274280026667345,0.13385916974187054,0.5682473751009577,-0.006002883363801725,98.64827740705648,98.48317268632259,98.75823610537509,99.5060704043212,0.1015996851029279,0.10303569215325542,0.10799503518057844,0.10082343742060283,2.419073783071796,2.41502505042398,2.4217702133726076,2.440108763159925,68.7030452079566,67.67808960573477,70.9380250965251,67.25828214285715,98.856,97.005,102.308,96.305,0.00703067351380107,0.00700243603760384,0.007508018271940916,0.007025682959798398,0.13381877568143688,0.1333013279124146,0.1598997311044159,0.1287448521899399,3.7539999999999996,3.734,3.7079999999999993,3.7889999999999997,533.9459999999963,533.2430000000022,493.8719999999994,539.3070000000007,98.62989539958471,0.1384499720991032,98.94362570131302,0.4453677204909666,0.10421013747892059,0.0033555352808692486,0.10288101186847431,0.002990681718066966,2.4186230156227944,0.003395099302037292,2.426316375991719,0.010921400806832939,69.10638663673883,1.6669757293246645,68.45906516338225,1.4837386194452546,99.38966666666666,2.6914777229866877,98.2992,2.432258765016596,0.007180375941115275,0.00028409762666580256,0.007117455135978124,0.0002185916540827834,0.14233994489942248,0.015209421643252067,0.13710375695838334,0.01293053346786163,3.7319999999999993,0.023065125189340733,3.7525999999999997,0.03281463088318986,520.353666666666,22.93648958173309,527.7017999999996,19.090625073578842,97.76977948109081
battery00,8,False,0.10187056074584047,530.997000000003,2.4068595821606533,15.537347319743846,16.30291712565424,6.458480373831776,8.661,4.942,3.7189999999999994,68.83615887850468,27.373,99.037,71.664,99.037,105.2248185634017,2.4522210084722222,98.15019012744574,8,100.0,0.007003806047868402,0.13496121447013748,0.570603856367625,-0.006211317547340833,98.40348367341412,98.64827740705648,98.48317268632259,99.32237190348968,0.1015567126012384,0.1015996851029279,0.10303569215325542,0.10095120948500695,2.413070899707994,2.419073783071796,2.41502505042398,2.4356040699302857,68.59887012987012,68.7030452079566,67.67808960573477,67.71788376383763,98.694,98.856,97.005,97.022,0.0070274280026667345,0.00703067351380107,0.00700243603760384,0.007020464896746397,0.13385916974187054,0.13381877568143688,0.1333013279124146,0.12975409790370934,3.742,3.7539999999999996,3.734,3.7780000000000005,532.4850000000006,533.9459999999963,533.2430000000022,538.1409999999996,98.51164458893106,0.12485583661273643,98.72310835513159,0.3625187899776932,0.10206402995247389,0.000841758417418851,0.10302766690460144,0.00288050889591061,2.415723244401257,0.0030617410557202563,2.420908803301333,0.008889761927491939,68.32666831452049,0.564095619413122,68.72718276078484,1.325155792673248,98.185,1.0251151154871372,98.777,2.1622384234861918,0.007020179184690548,1.5451465530386062e-05,0.007117804144551791,0.00021840981452030177,0.133659757778574,0.00031106574344581106,0.13812662046876945,0.012290439287584613,3.7433333333333336,0.010066445913691649,3.7432000000000003,0.025752669764511734,533.2246666666664,0.7306725210095496,526.3373999999997,18.280442152747646,97.55982008681079
battery00,9,False,0.10427157015520847,529.9409999999916,2.402293821594977,15.4974774250765,16.304387072747346,6.4540075757575766,8.654,4.932,3.7219999999999995,68.8016287878788,27.408,98.64,71.232,98.64,105.16095076917686,2.4522210084722222,97.964001339816,9,100.0,0.007023423362223452,0.13441496317514803,0.5699098682690086,-0.004565760565676147,98.15019012744574,98.40348367341412,98.64827740705648,98.75823610537509,0.10187056074584047,0.1015567126012384,0.1015996851029279,0.10799503518057844,2.4068595821606533,2.413070899707994,2.419073783071796,2.4217702133726076,68.83615887850468,68.59887012987012,68.7030452079566,70.9380250965251,99.037,98.694,98.856,102.308,0.007003806047868402,0.0070274280026667345,0.00703067351380107,0.007508018271940916,0.13496121447013748,0.13385916974187054,0.13381877568143688,0.1598997311044159,3.7189999999999994,3.742,3.7539999999999996,3.7079999999999993,530.997000000003,532.4850000000006,533.9459999999963,493.8719999999994,98.40065040263879,0.249055726886555,98.4886719999228,0.2345186369745757,0.10167565281666892,0.00017015723497772021,0.10321153715676812,0.002740780176189575,2.4130014216468143,0.006107396857514819,2.415159905747406,0.005750915284672794,68.7126914054438,0.11893811164412565,68.95083778371824,1.2007534074488175,98.86233333333332,0.17158768409638722,99.18,1.9285117318803267,0.0070206358547787355,1.4665099253350287e-05,0.007114472374776193,0.0002203840521397237,0.13421305329781497,0.0006482412936996734,0.1391680437820551,0.011605143686892394,3.7383333333333333,0.01778576209593747,3.7313999999999994,0.018242806801585826,532.476,1.4745205999299786,524.9086000000003,17.384460109533556,97.42657140792555
